dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,41.617276,4.597262,13.321687,2.627166,-1.084287,0.000000,3.714813
0.020000,41.573303,4.568900,13.374013,2.605481,-1.084287,-0.000000,3.714034
0.020000,41.529672,4.540808,13.425906,2.583795,-1.084287,0.000000,3.713237
0.020000,41.486383,4.512985,13.477365,2.562109,-1.084287,0.000000,3.712423
0.020000,41.443436,4.485432,13.528390,2.540423,-1.084287,0.000000,3.711591
0.020000,41.400831,4.458149,13.578982,2.518738,-1.084287,-0.000000,3.710743
0.020000,41.358569,4.431137,13.629140,2.497052,-1.084287,0.000000,3.709880
0.020000,41.316648,4.404394,13.678864,2.475366,-1.084287,0.000000,3.709001
0.020000,41.275070,4.377921,13.728154,2.453681,-1.084287,0.000000,3.708107
0.020000,41.233834,4.351719,13.777011,2.431995,-1.084287,-0.000000,3.707200
0.020000,41.192940,4.325786,13.825434,2.410309,-1.084287,0.000000,3.706279
0.020000,41.152389,4.300124,13.873424,2.388623,-1.084287,-0.000000,3.705345
0.020000,41.112180,4.274731,13.920979,2.366938,-1.084287,0.000000,3.704398
0.020000,41.072314,4.249607,13.968101,2.345252,-1.084287,-0.000000,3.703440
0.020000,41.032791,4.224753,14.014789,2.323566,-1.084287,0.000000,3.702470
0.020000,40.993612,4.200168,14.061044,2.301880,-1.084287,0.000000,3.701490
0.020000,40.954775,4.175852,14.106864,2.280195,-1.084287,0.000000,3.700499
0.020000,40.916283,4.151805,14.152251,2.258509,-1.084287,-0.000000,3.699498
0.020000,40.878134,4.128025,14.197205,2.236823,-1.084287,-0.000000,3.698489
0.020000,40.840329,4.104513,14.241724,2.215137,-1.084287,0.000000,3.697470
0.020000,40.802869,4.081269,14.285810,2.193452,-1.084287,0.000000,3.696444
0.020000,40.765754,4.058291,14.329462,2.171766,-1.084287,-0.000000,3.695409
0.020000,40.728984,4.035580,14.372681,2.150080,-1.084287,0.000000,3.694368
0.020000,40.692559,4.013135,14.415466,2.128394,-1.084287,0.000000,3.693320
0.020000,40.656480,3.990955,14.457817,2.106709,-1.084287,0.000000,3.692266
0.020000,40.620748,3.969040,14.499734,2.085023,-1.084287,0.000000,3.691206
0.020000,40.585362,3.947390,14.541218,2.063337,-1.084287,0.000000,3.690141
0.020000,40.550324,3.926003,14.582268,2.041652,-1.084287,0.000000,3.689071
0.020000,40.515633,3.904880,14.622884,2.019966,-1.084287,0.000000,3.687997
0.020000,40.481290,3.884018,14.663066,1.998280,-1.084287,0.000000,3.686919
0.020000,40.447295,3.863419,14.702815,1.976594,-1.084287,0.000000,3.685838
0.020000,40.413649,3.843081,14.742130,1.954909,-1.084287,-0.000000,3.684755
0.020000,40.380353,3.823004,14.781011,1.933223,-1.084287,0.000000,3.683669
0.020000,40.347407,3.803186,14.819459,1.911537,-1.084287,-0.000000,3.682581
0.020000,40.314810,3.783627,14.857473,1.889851,-1.084287,0.000000,3.681492
0.020000,40.282565,3.764326,14.895053,1.868166,-1.084287,0.000000,3.680402
0.020000,40.250671,3.745283,14.932199,1.846480,-1.084287,0.000000,3.679311
0.020000,40.219129,3.726497,14.968912,1.824794,-1.084287,-0.000000,3.678220
0.020000,40.187940,3.707967,15.005191,1.803108,-1.084287,0.000000,3.677130
0.020000,40.157103,3.689692,15.041036,1.781423,-1.084287,-0.000000,3.676041
0.020000,40.126620,3.671671,15.076448,1.759737,-1.084287,0.000000,3.674952
0.020000,40.096490,3.653903,15.111426,1.738051,-1.084287,0.000000,3.673866
0.020000,40.066716,3.636388,15.145970,1.716365,-1.084287,0.000000,3.672782
0.020000,40.037296,3.619125,15.180081,1.694680,-1.084287,-0.000000,3.671700
0.020000,40.008232,3.602113,15.213757,1.672994,-1.084287,0.000000,3.670621
0.020000,39.979525,3.585351,15.247000,1.651308,-1.084287,-0.000000,3.669545
0.020000,39.951174,3.568838,15.279810,1.629623,-1.084287,0.000000,3.668473
0.020000,39.923180,3.552573,15.312185,1.607937,-1.084287,0.000000,3.667406
0.020000,39.895545,3.536556,15.344127,1.586251,-1.084287,0.000000,3.666343
0.020000,39.868268,3.520785,15.375635,1.564565,-1.084287,-0.000000,3.665284
0.020000,39.841350,3.505259,15.406710,1.542880,-1.084287,0.000000,3.664232
0.020000,39.814791,3.489978,15.437350,1.521194,-1.084287,0.000000,3.663184
0.020000,39.788593,3.474941,15.467557,1.499508,-1.084287,0.000000,3.662143
0.020000,39.762756,3.460146,15.497331,1.477822,-1.084287,-0.000000,3.661109
0.020000,39.737280,3.445593,15.526670,1.456137,-1.084287,0.000000,3.660081
0.020000,39.712166,3.431281,15.555576,1.434451,-1.084287,-0.000000,3.659060
0.020000,39.687414,3.417209,15.584048,1.412765,-1.084287,0.000000,3.658047
0.020000,39.663026,3.403376,15.612087,1.391079,-1.084287,0.000000,3.657042
0.020000,39.639001,3.389781,15.639692,1.369394,-1.084287,0.000000,3.656045
0.020000,39.615340,3.376423,15.666863,1.347708,-1.084287,-0.000000,3.655056
0.020000,39.592044,3.363301,15.693600,1.326022,-1.084287,0.000000,3.654076
0.020000,39.569114,3.350414,15.719903,1.304336,-1.084287,-0.000000,3.653106
0.020000,39.546549,3.337762,15.745773,1.282651,-1.084287,0.000000,3.652145
0.020000,39.524351,3.325343,15.771209,1.260965,-1.084287,0.000000,3.651194
0.020000,39.502519,3.313156,15.796212,1.239279,-1.084287,0.000000,3.650253
0.020000,39.481056,3.301201,15.820781,1.217594,-1.084287,-0.000000,3.649323
0.020000,39.459960,3.289476,15.844916,1.195908,-1.084287,0.000000,3.648403
0.020000,39.439233,3.277981,15.868617,1.174222,-1.084287,0.000000,3.647495
0.020000,39.418875,3.266715,15.891885,1.152536,-1.084287,-0.000000,3.646598
0.020000,39.398886,3.255676,15.914718,1.130851,-1.084287,0.000000,3.645712
0.020000,39.379268,3.244865,15.937119,1.109165,-1.084287,-0.000000,3.644839
